Petition,URL,State,Signatures Count,petition_id,opened_date,debate_threshold_reached,scheduled_debate_date,closed_date
Introduce a low interest deposit loan to help all first time buyers,https://petition.parliament.uk/petitions/701011,closed,61,701011,2024-11-29,,,2025-05-29
Require and fund all serving Police Dogs to have adequate protective equipment.,https://petition.parliament.uk/petitions/701016,closed,185,701016,2024-11-27,,,2025-05-27
Fund a scheme for 20 Years’ service Medals for PCSOs.,https://petition.parliament.uk/petitions/701023,closed,3461,701023,2024-11-28,,,2025-05-28
Require all delivery riders to have passed their driving test,https://petition.parliament.uk/petitions/701034,closed,148,701034,2024-12-18,,,2025-06-18
Ban nepotism in the workplace,https://petition.parliament.uk/petitions/701040,closed,66,701040,2024-11-28,,,2025-05-28
Introduce New Safe Haven Law and baby boxes to Save Infants and Support Mothers,https://petition.parliament.uk/petitions/701043,closed,82,701043,2024-12-17,,,2025-06-17
Restrict the use of disclaimers by police to relinquish ownership of dogs,https://petition.parliament.uk/petitions/701046,closed,123,701046,2024-11-27,,,2025-05-27
Fund free 'I Voted' stickers at polling stations during general elections.,https://petition.parliament.uk/petitions/701048,closed,44,701048,2024-11-29,,,2025-05-29
Abolish Non-Crime Hate Incidents,https://petition.parliament.uk/petitions/701051,closed,35002,701051,2024-12-24,,,2025-06-24
Reinstate the hard shoulder on all motorways,https://petition.parliament.uk/petitions/701062,closed,685,701062,2024-11-28,,,2025-05-28
Make the sale of catapults/ammunition and carrying catapults in public illegal.,https://petition.parliament.uk/petitions/701064,closed,24521,701064,2024-11-27,,,2025-05-27
Abolish the tv licence,https://petition.parliament.uk/petitions/701068,closed,37664,701068,2024-11-28,,,2025-05-28
Conduct a review of immigration laws and their impact on BNO holders.,https://petition.parliament.uk/petitions/701072,closed,113,701072,2024-11-29,,,2025-05-29
Make disclosing someone else’s HIV status illegal,https://petition.parliament.uk/petitions/701076,closed,57,701076,2024-12-05,,,2025-06-05
Change rules around royal taxation,https://petition.parliament.uk/petitions/701078,closed,125,701078,2025-01-08,,,2025-07-08
Allow healthcare surcharge to rollover if applicant hasn't used the NHS,https://petition.parliament.uk/petitions/701080,closed,61,701080,2024-11-28,,,2025-05-28
Extend the Freedom of Information Act to Registered Social Landlords (RSLs),https://petition.parliament.uk/petitions/701088,closed,46,701088,2024-11-28,,,2025-05-28
Hold a statutory public inquiry into historical abuse of LGBT service personnel,https://petition.parliament.uk/petitions/701090,closed,101,701090,2024-12-10,,,2025-06-10
Increase the UK national speed limits,https://petition.parliament.uk/petitions/701098,closed,563,701098,2024-11-28,,,2025-05-28
Create more regulations for 'dark kitchens' operating in residential areas,https://petition.parliament.uk/petitions/701099,closed,38,701099,2024-12-04,,,2025-06-04
"Taping all Social Service Interactions with people, to be provided in court",https://petition.parliament.uk/petitions/701101,closed,72,701101,2024-11-29,,,2025-05-29
Ban High-Silica Engineered Stone Worktops.,https://petition.parliament.uk/petitions/701109,closed,235,701109,2024-11-27,,,2025-05-27
Remove the ban on semi automatic firearms over .22 calibre.,https://petition.parliament.uk/petitions/701115,closed,337,701115,2024-11-27,,,2025-05-27
Enact the Socio-Economic Duty of the Equality Act 2010.,https://petition.parliament.uk/petitions/701117,closed,222,701117,2024-11-29,,,2025-05-29
Increase regulation of political advertising,https://petition.parliament.uk/petitions/701119,closed,149,701119,2024-11-28,,,2025-05-28
Secure the release and return of British nationals arbitrarily detained in India,https://petition.parliament.uk/petitions/701132,closed,5862,701132,2024-12-16,,,2025-06-16
Allow carers already in UK on sponsored visa to work for any CQC care provider,https://petition.parliament.uk/petitions/701137,closed,11542,701137,2024-11-28,,,2025-05-28
Increase the DWP Christmas bonus for benefit claimants to £20,https://petition.parliament.uk/petitions/701138,closed,766,701138,2024-11-28,,,2025-05-28
Criminalise individuals for discrimination against disabled employees in UK.,https://petition.parliament.uk/petitions/701141,closed,70,701141,2024-12-16,,,2025-06-16
Fund more training for police in dog control matters.,https://petition.parliament.uk/petitions/701154,closed,1381,701154,2024-12-02,,,2025-06-02
Fund wigs for all people who have hair loss due to a medical condition,https://petition.parliament.uk/petitions/701155,closed,130,701155,2024-11-28,,,2025-05-28
Shorten residency period for undocumented migrants to apply to regularise status,https://petition.parliament.uk/petitions/701156,closed,1918,701156,2024-12-02,,,2025-06-02
Allow transgender people to self-identify their legal gender.,https://petition.parliament.uk/petitions/701159,closed,128749,701159,2024-12-12,2025-04-22,2025-05-19,2025-06-12
Provide schools with money to fund teaching assistants in every class.,https://petition.parliament.uk/petitions/701162,closed,74,701162,2024-11-27,,,2025-05-27
Enable disabled bus pass users to travel during peak times across England,https://petition.parliament.uk/petitions/701163,closed,639,701163,2024-12-19,,,2025-06-19
Lower the application age for the police to 16 and allow appointment at 17,https://petition.parliament.uk/petitions/701168,closed,26,701168,2024-11-28,,,2025-05-28
Reduce the minimum length of the school week,https://petition.parliament.uk/petitions/701169,closed,42,701169,2025-01-03,,,2025-07-03
Review access to Hormone Replacement Therapy for Transgender Youth,https://petition.parliament.uk/petitions/701171,closed,173,701171,2024-12-13,,,2025-06-13
Indefinitely detain non-UK national terror suspects without charge,https://petition.parliament.uk/petitions/701187,closed,80,701187,2024-12-13,,,2025-06-13
Reverse the Tax Treatment of Double Cab Pickup Trucks in the 2024 Autumn Budget,https://petition.parliament.uk/petitions/701193,closed,2015,701193,2024-11-29,,,2025-05-29
Ban in-game currency from video games,https://petition.parliament.uk/petitions/701211,closed,59,701211,2024-12-05,,,2025-06-05
Ban LED headlights,https://petition.parliament.uk/petitions/701233,closed,6268,701233,2024-12-05,,,2025-06-05
UK Government to assess whether COP could be held online once every two years,https://petition.parliament.uk/petitions/701235,closed,33,701235,2025-01-30,,,2025-07-30
Ban the sale of caged birds.,https://petition.parliament.uk/petitions/701241,closed,171,701241,2024-12-02,,,2025-06-02
Automatic driving ban until driving test retake for 12 Points on a Licence.,https://petition.parliament.uk/petitions/701247,closed,423,701247,2024-12-02,,,2025-06-02
Hold a Public Inquiry into the Dart Charge system,https://petition.parliament.uk/petitions/701250,closed,46,701250,2024-12-04,,,2025-06-04
Ban the use of prong dog collars,https://petition.parliament.uk/petitions/701256,closed,166,701256,2024-11-29,,,2025-05-29
Stop arms sales and any military support to Ukraine and Israel,https://petition.parliament.uk/petitions/701260,closed,291,701260,2024-12-20,,,2025-06-20
Ban all charging for the use of public lavatories.,https://petition.parliament.uk/petitions/701265,closed,200,701265,2024-12-06,,,2025-06-06
"Don't apply VAT to independent school fees, or remove business rates relief.",https://petition.parliament.uk/petitions/701268,closed,115560,701268,2024-12-02,2024-12-12,2025-03-03,2025-06-02
Pass a law to ban the addition of iron to food,https://petition.parliament.uk/petitions/701271,closed,90,701271,2025-02-25,,,2025-08-25
Create a CPI-adjusted Unmarried Childless Person Nil-rate Inheritance Tax band,https://petition.parliament.uk/petitions/701286,closed,33,701286,2024-12-10,,,2025-06-10
Increase the Lifetime ISA house price limit in line with inflation ,https://petition.parliament.uk/petitions/701287,closed,299,701287,2024-11-28,,,2025-05-28
Hold a review into job opportunities for newly qualified nurses,https://petition.parliament.uk/petitions/701289,closed,35,701289,2024-11-29,,,2025-05-29
Ban wind farms on protected peat land in England,https://petition.parliament.uk/petitions/701290,closed,15437,701290,2025-01-24,,,2025-07-24
Increase the installation of solar panels on commercial rooftops and carparks.,https://petition.parliament.uk/petitions/701293,closed,367,701293,2024-12-16,,,2025-06-16
Legislate to make identity theft a specific criminal offence.,https://petition.parliament.uk/petitions/701294,closed,107,701294,2024-12-11,,,2025-06-11
Require employers to notify unsuccessful job candidates and give feedback,https://petition.parliament.uk/petitions/701297,closed,152,701297,2024-11-29,,,2025-05-29
Ban all Fox and Stag Hunting with Dogs - including Trail Hunting,https://petition.parliament.uk/petitions/701300,closed,1501,701300,2024-12-12,,,2025-06-12
Ban ALL Stick on Covers for Windscreens.,https://petition.parliament.uk/petitions/701301,closed,36,701301,2024-12-02,,,2025-06-02
Fund nirsevimab for extremely premature babies’ protection prior to discharge,https://petition.parliament.uk/petitions/701312,closed,542,701312,2024-12-05,,,2025-06-05
Regulate Fair Internet Costs and Speed Equality for Households Across the UK,https://petition.parliament.uk/petitions/701328,closed,69,701328,2024-11-29,,,2025-05-29
Abolish the House of Lords,https://petition.parliament.uk/petitions/701336,closed,174,701336,2025-01-14,,,2025-07-14
"RAAC Homeowners Justice: National Fund, Legislative Reform & Public Inquiry Now!",https://petition.parliament.uk/petitions/701337,closed,7655,701337,2024-12-17,,,2025-06-17
Hold a referendum on achieving net zero goals.,https://petition.parliament.uk/petitions/701342,closed,7041,701342,2024-11-27,,,2025-05-27
Increase statutory paternity leave from two weeks to four weeks.,https://petition.parliament.uk/petitions/701343,closed,155,701343,2025-02-24,,,2025-08-24
Government funding for home-educated children: ensure fair educational support.,https://petition.parliament.uk/petitions/701361,closed,212,701361,2024-11-27,,,2025-05-27
Reverse decision to increase the cap on bus fares from £2 to £3.,https://petition.parliament.uk/petitions/701368,closed,589,701368,2024-12-02,,,2025-06-02
Dual Cab pickup trucks keep commercial status beyond April 2025,https://petition.parliament.uk/petitions/701375,closed,379,701375,2025-01-30,,,2025-07-30
Increase Private pay in the army so it's not the same as the Recruits',https://petition.parliament.uk/petitions/701377,closed,60,701377,2024-12-05,,,2025-06-05
Impose economic sanctions on Israel.,https://petition.parliament.uk/petitions/701379,closed,17167,701379,2024-12-09,,,2025-06-09
Make the registration to the Prompt Payment Code mandatory for all companies,https://petition.parliament.uk/petitions/701387,closed,81,701387,2024-12-03,,,2025-06-03
Review the way that student Maintenance Loans are calculated.,https://petition.parliament.uk/petitions/701392,closed,82,701392,2024-11-29,,,2025-05-29
Direct the UKHSA to monitor COVID infections that occur in particular settings.,https://petition.parliament.uk/petitions/701396,closed,1604,701396,2024-12-03,,,2025-06-03
Increase funding for SEND in schools.,https://petition.parliament.uk/petitions/701409,closed,189,701409,2024-12-05,,,2025-06-05
Don’t tax people on any overtime they work.,https://petition.parliament.uk/petitions/701418,closed,2978,701418,2024-12-02,,,2025-06-02
Do not ban social media for under 16s.,https://petition.parliament.uk/petitions/701425,closed,46,701425,2024-12-02,,,2025-06-02
Require schools to remove processed meats from school dinners,https://petition.parliament.uk/petitions/701433,closed,441,701433,2024-12-05,,,2025-06-05
Create a public holiday in November to honour and remember our veterans,https://petition.parliament.uk/petitions/701436,closed,201,701436,2024-11-29,,,2025-05-29
Make it easier for parents to get EOTAS via an EHC plan.,https://petition.parliament.uk/petitions/701442,closed,133,701442,2024-12-11,,,2025-06-11
Increase the number of politicians at remembrance ceremonies,https://petition.parliament.uk/petitions/701444,closed,18,701444,2024-12-10,,,2025-06-10
"Bring the Parking Code of Practice into law, as per the 2019 Act of Parliament.",https://petition.parliament.uk/petitions/701453,closed,672,701453,2024-12-06,,,2025-06-06
